39,12
54,79
72,11
38,77
9,80
14,90
38,22
80,32
22,83
54,73
56,84
90,92
64,15
68,90
52,44
45,5
16,7
21,68
5,25
28,45
95,7
22,87
73,66
12,32
49,15
51,41
26,71
60,39
22,94
16,48
82,26
17,47
36,86
73,15
38,59
19,93
20,35
16,30
31,2
56,26
48,81
46,68
15,56
28,54
34,31
53,85
15,60
58,8
66,15
44,72
75,78
24,98
66,52
41,13
50,32
53,20
74,36
84,26
26,100
56,22
53,5
56,99
13,74
18,56
46,66
20,1
81,40
86,82
20,88
86,36
22,53
49,41
16,14
42,5
29,37
33,38
91,7
57,85
20,92
47,17
53,70
52,69
40,8
10,40
23,36
97,59
86,19
63,67
40,96
16,47
23,54
28,50
36,44
99,94
18,27
65,94
48,59
73,3
84,52
92,57
35,54
6,34
44,3
55,75
5,50
34,73
39,42
83,9
9,40
84,99
95,72
40,51
20,65
98,64
21,74
28,35
1,96
2,77
31,100
70,49
44,69
99,69
87,97
69,84
78,16
67,51
19,21
41,65
47,3
12,17
17,24
16,10
78,52
33,37
85,21
25,83
11,88
86,92
65,35
86,26
46,39
